user_name;text;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
AgentAusTSAR;I'm at PosLaju JB (Jalan Bakti  Ungku Mohsin  Johor Bahru) http://4sq.com/upq0Rq ;;;;;;;;;;;;
Najib Jamalullail;I'm at Poslaju Bahau http://4sq.com/u0h4Xi ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/ujzTjO ;;;;;;;;;;;;
NHH;Dah sampai.. (@ Pos Laju Batu Caves) http://4sq.com/tKRYOr ;;;;;;;;;;;;
Nur Liana Kori;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/uoJSCH ;;;;;;;;;;;;
Nur Liana Kori;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/uoJSCH ;;;;;;;;;;;;
-|@fiQ|-™;@aydamyamya yeke special bile awak masak?ermmmm..na kena rasa ni..pos laju kn utk sy la awk! :p;;;;;;;;;;;;
safuraMahmood;@fanimohd bahhaha  bader pos laju xnk trime kuih aku dihanta krn ditakuti termkn..;;;;;;;;;;;;
Tebbie;@BigMmulaWeed o bona hela hao ka tsena ha poslaju wa posetsa kwano tla be o lekile;;;;;;;;;;;;
Superduper Hamsap;So PosLaju not bad hor open until 10pm every weekday for u to collect your deliverable parcels. Wish banks open this late too;;;;;;;;;;;;
Mira;I'm at Poslaju National Courier (Bachang  Malacca Town) http://4sq.com/vP3KFw ;;;;;;;;;;;;
Syed Mustaqim;I'm at POSLAJU National Courier (1-9 Jalan 51a/227  Petaling Jaya) http://4sq.com/vKtQWZ ;;;;;;;;;;;;
Amir Afiq Jamaludin;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/rEVaJG ;;;;;;;;;;;;
han;I'm at Poslaju kluang (Kluang) http://4sq.com/u6xEqE ;;;;;;;;;;;;
Chester Khuan;I'm at Poslaju (10A  Jalan 51A/227  Petaling Jaya) http://4sq.com/rqyEqk ;;;;;;;;;;;;
Saiful Mohidin;I'm at Pos Laju Hq Shamelin http://4sq.com/vVld2P ;;;;;;;;;;;;
Saiful Mohidin;I'm at Pos Laju Hq Shamelin http://4sq.com/vVld2P ;;;;;;;;;;;;
CJ;I'm at Poslaju http://4sq.com/vRokMD ;;;;;;;;;;;;
AA;Pickup parcel @sakinahsoleh (@ PosLaju National Courier) http://4sq.com/vNAwXz ;;;;;;;;;;;;
Syaidatul Afifah;Sesi pghantaran.. :D (@ Poslaju) http://4sq.com/rHDEpv ;;;;;;;;;;;;
MUS 9W2USM/KN4DUO;Poslaju - Brg pos dari JB hari Jumaat. Hari Sabtu gua tunggu dari 9pg sampai 4ptg. Poslaju assume pejabat tutup. Jg... http://4sq.com/tpcThR ;;;;;;;;;;;;
NadiaMalek;@luqmanhaqem haaa pos laju ade  sure sampai kn you hehe. http://myloc.me/nOJIi ;;;;;;;;;;;;
hock keong;I'm at Poslaju Sitiawan (No 5 & 6   Jln Datuk Ahmad Yunus  Sitiawan) http://4sq.com/rQQugD ;;;;;;;;;;;;
Suhaili Kasmat;I'm at Poslaju (10A  Jalan 51A/227  Petaling Jaya) [pic]: http://4sq.com/vXeI1p ;;;;;;;;;;;;
pika khloe;I'm at POSLAJU KLANG (Opposite KTM Klang  Kelang) http://4sq.com/uKvu4U ;;;;;;;;;;;;
Hakimsiswazair;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/to8hvL ;;;;;;;;;;;;
fad ismail;I'm at Pos Laju Kuantan (A 141  Bangunan Sri Palma  Jalan Haji Abdul Aziz  Kuantan) http://4sq.com/sBX2Z0 ;;;;;;;;;;;;
k.e.r.i.;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/v1vaFi ;;;;;;;;;;;;
S A L E H;I'm at POSLAJU National Courier (Tamam Shamelin  Kuala Lumpur) http://4sq.com/sJfNRg ;;;;;;;;;;;;
S A L E H;I'm at POSLAJU National Courier (Tamam Shamelin  Kuala Lumpur) http://4sq.com/sJfNRg ;;;;;;;;;;;;
hock keong;I'm at Poslaju Sitiawan (No 5 & 6   Jln Datuk Ahmad Yunus  Sitiawan) http://4sq.com/uXXOqt ;;;;;;;;;;;;
hock keong;I'm at Poslaju Sitiawan (No 5 & 6   Jln Datuk Ahmad Yunus  Sitiawan) http://4sq.com/uXXOqt ;;;;;;;;;;;;
Atiyah Azmi;@naddHaridan hehehe nnt i poslaju kan die haha!;;;;;;;;;;;;
Jun Fook Teo;Xmas present delivery! (@ Pos Laju) http://4sq.com/rplsXK ;;;;;;;;;;;;
Steven Cheah;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/rFDXPk ;;;;;;;;;;;;
MUS 9W2USM/KN4DUO;PosLaju Interface kpd SPJ Mersing (@ Pejabat Pos Besar Melaka) http://4sq.com/w1hlta ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/roWKGR ;;;;;;;;;;;;
NaNi Jung;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/rBiDSn ;;;;;;;;;;;;
Aliff Aiman;I'm at Pos Laju Hq Shamelin http://4sq.com/sSDm73 ;;;;;;;;;;;;
hock keong;I'm at Poslaju Sitiawan (No 5 & 6   Jln Datuk Ahmad Yunus  Sitiawan) http://4sq.com/vnHFYm ;;;;;;;;;;;;
Nazlie S;I'm at POSLAJU National Courier (Kota Kinabalu) http://4sq.com/soSAyF ;;;;;;;;;;;;
ZRieal;I'm at Poslaju National Courier  Miri (Jalan Post  Miri) http://4sq.com/tumedW ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/tvaraj ;;;;;;;;;;;;
Tengku Hafizi Shah;@MyraAlyah pening sbb pos laju ke??;;;;;;;;;;;;
Samuel Sim;I'm at Poslaju Pending Service Centre (Pusat Mel Kuching) (Lot 1020  Seksyen 66  KPLD  Jalan Tun Razak  Kuching) http://4sq.com/s13Ja4 ;;;;;;;;;;;;
Samuel Sim;I'm at Poslaju Pending Service Centre (Pusat Mel Kuching) (Lot 1020  Seksyen 66  KPLD  Jalan Tun Razak  Kuching) http://4sq.com/s5kTcr ;;;;;;;;;;;;
Samuel Sim;I'm at Poslaju Pending Service Centre (Pusat Mel Kuching) (Lot 1020  Seksyen 66  KPLD  Jalan Tun Razak  Kuching) http://4sq.com/t2DzQm ;;;;;;;;;;;;
Jannah Raffali;@alHanisah Keluar berita kat TV rasanya. Saya isi je ni pos laju ke GB di Sabah. Just to be safe :);;;;;;;;;;;;
PeminatManUTD69;@ahhmaddd nnt aku pos laju..haha;;;;;;;;;;;;
Jannah Raffali;@abouttheletterA Dah post. Posmen kata pos laju ke Sabah sampai Isnin kut.;;;;;;;;;;;;
'Epy&ePy;Sebelah je ni.. (@ Pos Laju Hq Shamelin) http://4sq.com/upvYRN ;;;;;;;;;;;;
emy aziz;I'm at POSLAJU National Courier http://4sq.com/uOTIGV ;;;;;;;;;;;;
Earnest Wuthang;@ayithero fedex? Poslaju? hahaha-.- tu la kan  cano duh;;;;;;;;;;;;
Firdaus Kadir;Mana blh. Nak mkn mai rmh I “@nedmohd: I give u my add  can poslaju arr? RT @MarinaYusoff: @nedmohd @firdausari hahaha mama said ada rendang;;;;;;;;;;;;
Jo;Realized i always queue up behind person who have hundreds of parcels = = (@ POSLAJU National Courier) http://4sq.com/w207mk ;;;;;;;;;;;;
Jo;I just ousted Edmund P. as the mayor of POSLAJU National Courier on @foursquare! http://4sq.com/dfgmF7 ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/sa07Ya ;;;;;;;;;;;;
AF;@sheep319 apa susah  mintak @chapree kasi alamat venue CES  hantar cap ko via Pos Laju. trololololo *runs away*;;;;;;;;;;;;
Jo;Collect my parcel this time. Waited too long for this shipment (@ POSLAJU National Courier) http://4sq.com/uasvyu ;;;;;;;;;;;;
faizalbob;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/spOcbF ;;;;;;;;;;;;
Yimayy;I just became the mayor of PosLaju National Courier @ Victoria Street on @foursquare! http://4sq.com/q2MRIM ;;;;;;;;;;;;
Fearless Unicorn;I'm at POSLAJU National Courier  Taman Perindustrian Selaman  Bangi (Bandar Baru Bangi) http://4sq.com/u7W6me ;;;;;;;;;;;;
Izizree Zulkefli;I'm at Pos Laju Bachang (Melaka) http://4sq.com/vdCnGA ;;;;;;;;;;;;
Izizree Zulkefli;I'm at Pos Laju Bachang (Melaka) http://4sq.com/vdCnGA ;;;;;;;;;;;;
tini;@CJ_381 LC case sudah sampai esok mau pegi amek dekat poslaju glenmarie;;;;;;;;;;;;
Ahmad Faiz;I'm at POSLAJU National Courier  Taman Perindustrian Selaman  Bangi (Bandar Baru Bangi) http://4sq.com/vqkjyd ;;;;;;;;;;;;
Khairil Fais;Dah macam posmen aku ni.. (@ POSLAJU National Courier) http://4sq.com/u4MGPr ;;;;;;;;;;;;
Simon Shu;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/tOlBeZ ;;;;;;;;;;;;
S A L E H;Sudah nk amik ape plak? (@ POSLAJU National Courier) http://4sq.com/taXnAD ;;;;;;;;;;;;
The Shooting Chef;Amik barang Mola (@ PosLaju National Courier) http://4sq.com/tUaUlK ;;;;;;;;;;;;
The Shooting Chef;Amik barang Mola (@ PosLaju National Courier) http://4sq.com/tUaUlK ;;;;;;;;;;;;
antonio titan;I'm at Poslaju National Courier (Perindustrian bakar arang  Sungai petani) http://4sq.com/u5myX8 ;;;;;;;;;;;;
Nicholas Paul;Post barang. (@ Pos Laju) http://4sq.com/vmD8BO ;;;;;;;;;;;;
Nurfaezah mohd said;Bayar bil.. (@ PosLaju National Courier) http://4sq.com/roToW9 ;;;;;;;;;;;;
k.e.r.i.;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/tK3Zva ;;;;;;;;;;;;
Nicholas Siau;@renesha90 by the time pos laju come spoil dy! How cannnn :/ eh mt kiara is NOT far lah;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/zUHJDR ;;;;;;;;;;;;
Khairil Fais;I just ousted Hairul Fata M. as the mayor of POSLAJU National Courier on @foursquare! http://4sq.com/aq26V7 ;;;;;;;;;;;;
Khairin;Takde pun tupai.. (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi) http://4sq.com/xOc2EF ;;;;;;;;;;;;
nurul aqilah;Amek barang zara zareva ! Penat pusing2 sampai 3 kali sbb xjmpe -___- (@ Pos Laju National Courier) http://4sq.com/zaz3h9 ;;;;;;;;;;;;
-|@fiQ|-™;@imanadiea @nizamorello pos laju...;;;;;;;;;;;;
-|@fiQ|-™;@imanadiea @nizamorello pos laju...;;;;;;;;;;;;
Ir. Akmal;Pos laju-ing:3 (@ PosLaju JB) http://4sq.com/zIWD9K ;;;;;;;;;;;;
Jo;Officers r friendly. Looks like CNY cookies is a must. Ha ha (@ POSLAJU National Courier) http://4sq.com/w0MM38 ;;;;;;;;;;;;
ellysha zulkifli;@zzrack6 nak anta cam ne?pos laju?basi nnt..membazir ..;;;;;;;;;;;;
Simon Shu;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/z1WWmw ;;;;;;;;;;;;
Zihan Hassim;@ilyana9 @azman_ramlie haah harga supplier.postage free je sy dulu duta poslaju haha.takpe sy DM dulu gambo kasi tgk later.kalau suka gtau;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/xrP5Au ;;;;;;;;;;;;
Manja ahmad;I'm at POSLAJU National Courier  Taman Perindustrian Selaman  Bangi (Bandar Baru Bangi) http://4sq.com/ycDYff ;;;;;;;;;;;;
nuarkheng;I just checked in at POS LAJU JOHOR BAHRU http://ffd.bz/yCEQYc  (jalan bakti  johor bahru) on @footfeedapp;;;;;;;;;;;;
Atim Asmad™;@OfficialAlyph_K @WadiRidhzuwan :P poslaju cuti..kbai!;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) [pic]: http://4sq.com/ypvGtq ;;;;;;;;;;;;
Khairil Fais;I just ousted Hairul Fata M. as the mayor of POSLAJU National Courier on @foursquare! http://4sq.com/aq26V7 ;;;;;;;;;;;;
Faisal;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/AsZMZL ;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
Razri Abdul Razak;Ngantar kuda lok k pos laju (@ Poslaju National Courier  Miri) http://4sq.com/zT5tkU ;;;;;;;;;;;;
Shahrul Nizam;Dah 2 hari dtg sini dulu.. (@ Pos Laju National Courier PJ) http://4sq.com/w9dQxB ;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/wjV634 ;;;;;;;;;;;;
YANN YANN;Teman my sissy (@ Pos Laju) http://4sq.com/AjEZSs ;;;;;;;;;;;;
Jo;I'm at POSLAJU National Courier (Tamam Shamelin  Kuala Lumpur) http://4sq.com/zi90M0 ;;;;;;;;;;;;
Siti Sabri;@rabiahadawiah yes rabby. Via poslaju. Sehari dua dah sampai ;;;;;;;;;;;;
Kenneth Wong;I'm at Poslaju @ Taman Shamelin Perkasa (Jalan 4/91  Kuala Lumpur) http://4sq.com/xV9wlB ;;;;;;;;;;;;
HazzHaili;Bayar bill (@ Poslaju Bandar Baru Bangi) http://4sq.com/xP97fI ;;;;;;;;;;;;
minerva;That was embarrassing . Keluar ambil barang kakak from le pos laju and terbawa towel sekali -.-;;;;;;;;;;;;
z41di;Hantar barang (@ PosLaju Batu Caves) http://4sq.com/x721SK ;;;;;;;;;;;;
Joanne Tian;Or u can FB order n they pos laju to ur doorstep.... Hahaha... RT @DixonYong: Yea! What's the price? And more ... http://m.tmi.me/kJKNK ;;;;;;;;;;;;
Louise Lau;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/zam1v8 ;;;;;;;;;;;;
Zan Zaini Zanathan;@Sizarifalina Siz  pagi tadi dah pos buku via Pos Laju. Maybe esok or lusa sampai..:-);;;;;;;;;;;;
Jo;I'm at POSLAJU National Courier (Tamam Shamelin  Kuala Lumpur) http://4sq.com/wYnYJq ;;;;;;;;;;;;
Ed Rahman;I'm at PosLaju National Courier (1 Jalan TPP 1/7  Taman Industri Puchong  Puchong) http://4sq.com/yOc5sM ;;;;;;;;;;;;
XXXWAONESXXX;aduhhhhh kena tax plak ni...huhuhu (@ PosLaju JB) [pic]: http://4sq.com/wODDMC ;;;;;;;;;;;;
Lady Wyne™;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/xEBIsw ;;;;;;;;;;;;
Siti Aishah;Dating ngan abg pos laju...ambik parcel.Tkda kat rumah dia paksa suruh ambik kat sini plak...adoi!! http://4sq.com/x4YqZG ;;;;;;;;;;;;
Francine Adele Liaw;This is how ORGANISED our poslaju is! Good God! pic.twitter.com/jNaufUUL;;;;;;;;;;;;
sahiba Kaur;I'm at Poslaju (10A  Jalan 51A/227  Petaling Jaya) http://4sq.com/ymG1VQ ;;;;;;;;;;;;
nur adila;I'm at Pos Laju National Courier (alan Panglima Bukit Gantang Wahab  Ipoh) http://4sq.com/zJvVe1 ;;;;;;;;;;;;
HattaZ;I'm at POSLAJU National Courier  Taman Perindustrian Selaman  Bangi (Bandar Baru Bangi) http://4sq.com/xmhY9z ;;;;;;;;;;;;
nur adila;Sape jual karipap? order boleh? anta pakai poslaju ye? kalo boleh postage free la. Kihkihkih4sq.com/xmhY9z ;;;;;;;;;;;;
Hui Qi;@NawalNorSaid ty nawal :D yoi can send the angpau through pos laju xD hahaha!;;;;;;;;;;;;
Hui Qi;@NawalNorSaid ty nawal :D yoi can send the angpau through pos laju xD hahaha!;;;;;;;;;;;;
Tan.;Haha poslaju boleh?RT @AmyyLieqa: @intanazlin I want to also !!!!!!!!!!!! :(;;;;;;;;;;;;
Tan.;Haha poslaju boleh?RT @AmyyLieqa: @intanazlin I want to also !!!!!!!!!!!! :(;;;;;;;;;;;;
Syhzmn Taulan;I'm at Pos Laju Batu Caves (Jalan Desa Batu Caves 1/7  Batu Caves) http://4sq.com/zt7XqD ;;;;;;;;;;;;
Khairul Ghazali;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/yQlt3q ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/xBYsJP ;;;;;;;;;;;;
intan nur hadilah;@aqilaazizan pos laju to msia please. thankyouuuu :D;;;;;;;;;;;;
Sheryn Netto;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/wOvObn ;;;;;;;;;;;;
shaza amalina;Dhle poslaju kene balut sendirin bayar nak mhal pulaj tum barang ciput je. Ape la salahnye pakai pos ekspress cam dulu.;;;;;;;;;;;;
Admiral Hafiz;I'm at Pos Laju Malaysia Perak http://4sq.com/AblCkb ;;;;;;;;;;;;
Wong Kok Leong;I'm at POSLAJU IPOH (138197 Jalan Panglima Bukit Gantang Wahab  Ipoh) http://4sq.com/yRiD3Y ;;;;;;;;;;;;
z41di;Hantar barang (@ PosLaju Batu Caves) http://4sq.com/wUJot8 ;;;;;;;;;;;;
Sabrina;Poslaju baju (@ Mail Boxes Etc.) http://4sq.com/ytT7qV ;;;;;;;;;;;;
E N C H E K G I G I B E S I;@shaz_remy pos laju kan ade huhu;;;;;;;;;;;;
Mohamad Shafiq;@LyasJesa ade eyh... Kaw pos laju la . Haahaa;;;;;;;;;;;;
Felix;Was just curious how the postman identify their bike.... (@ Poslaju Pending Service Centre (Pusat Mel Kuching)) [pic]: http://4sq.com/xLXTjU ;;;;;;;;;;;;
Mohamad Shahiran;I'm at Poslaju National Courier http://4sq.com/xcGJ6V ;;;;;;;;;;;;
z41di;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/xwiz9A ;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
Asrul#Azuan;:D (@ Lvl10 MenaRa Vads (PoS LaJU PiCKuP hotLINE)) http://4sq.com/xlTHHO ;;;;;;;;;;;;
Asrul#Azuan;:D (@ Lvl10 MenaRa Vads (PoS LaJU PiCKuP hotLINE)) http://4sq.com/xlTHHO ;;;;;;;;;;;;
Ahmad Farhan;I'm at Poslaju @ Taman Shamelin Perkasa (Jalan 4/91  Kuala Lumpur) http://4sq.com/xXMPx1 ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/wRn6dQ ;;;;;;;;;;;;
Ravindran Maruthayya;Pos Laju costs more dan DHL..;;;;;;;;;;;;
Siti Sabri;@ikeen_k @ayinemran ada delivery poslaju! Hehe;;;;;;;;;;;;
Laki Cua;Ape la agaknye kandungan surat tu yeeee (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi w/ @_nashua) http://4sq.com/y9Ekui ;;;;;;;;;;;;
Zulhilmi Jauhari;I'm at Pos Laju Batu Caves (Jalan Desa Batu Caves 1/7  Batu Caves) http://4sq.com/wzHQYN ;;;;;;;;;;;;
Yimayy;I just ousted Abg K. as the mayor of Poslaju National Courier on @foursquare! http://4sq.com/9NkH7Z ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/zUTvMK ;;;;;;;;;;;;
Hazeem Noor Fitri;amboi pos laju  x payah nk laju sgt la.. kang kwn potong kang  menangis..;;;;;;;;;;;;
Adrian Lim Chee En;I'm at POSLAJU National Courier (Kota Kinabalu) http://4sq.com/zknQ43 ;;;;;;;;;;;;
Lissa S.;Pegi pos laju sebelahnya smenanya :)) @NakineS sending your parcels! (@ Primavet Animal Clinic) http://4sq.com/wIJzvn ;;;;;;;;;;;;
nuarkheng;I just checked in at Poslaju Larkin http://ffd.bz/olZBPP  on @footfeedapp;;;;;;;;;;;;
Hafify Rusydi;I'm at Pos Laju Glenmarie (No 4  Jalan Jurunilai U1/20  Shah Alam) http://4sq.com/xQh3Cn ;;;;;;;;;;;;
Hafify Rusydi;I'm at Pos Laju Glenmarie (No 4  Jalan Jurunilai U1/20  Shah Alam) http://4sq.com/xQh3Cn ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) w/ 2 others http://4sq.com/xjz4Vl ;;;;;;;;;;;;
hearthief;@dymi18 give me your house address i will send true pos laju;;;;;;;;;;;;
Bells;Buat apa. Kau dengan Jengka perfi pos laju laju.;;;;;;;;;;;;
Siti Sabri;@MarlizaRadzi you shd complaint to their customer service. Alhamdulillah so far poslaju lebuh victoria semua jujur. Mesti call before sampai;;;;;;;;;;;;
z41di;I'm at PosLaju Batu Caves (No. 31-33  Jalan DBP 1  Dolomite Business Park  Batu Caves) http://4sq.com/z3KSmq ;;;;;;;;;;;;
Amylia Swan;@teha_aziz guna pos laju? basi dik haha;;;;;;;;;;;;
Amylia Swan;@teha_aziz guna pos laju? basi dik haha;;;;;;;;;;;;
Muhamad Azahar;Pos barang customer.. 3 hari dah tertangguh sbb pos cuti.. :) (@ Poslaju Bakar Arang) http://4sq.com/wYi7Pw ;;;;;;;;;;;;
erna idzwana rahman;@miziwabak pos laju sudh... Tapi bile lauk smpai sane.. Memg da basi la.. Hahaha nasib la...;;;;;;;;;;;;
Hasnizam Md Zaki;Ramai Gila org.... (@ POSLAJU National Courier) http://4sq.com/yAY9W5 ;;;;;;;;;;;;
tyco9;Jem @ Poslaju Pending Service Centre (Pusat Mel Kuching) http://instagr.am/p/GvWH4jF3GZ/ ;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/xVAehX ;;;;;;;;;;;;
Iskandar241;I'm at POSLAJU National Courier (Jalan Tun Sambathan  Kuala Lumpur) http://4sq.com/y6Pyhk ;;;;;;;;;;;;
Zaza Zulkifle;Z~Shoppe posto postò (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi) http://4sq.com/zAFPtk ;;;;;;;;;;;;
Dani da Shrekz;I'm at Poslaju Kangar (Taman Sena Indah  Kangar) http://4sq.com/wQ6EgK ;;;;;;;;;;;;
afiela;ngambik brg nenek tersayang... (@ Pos Laju BDC) http://4sq.com/yHkARH ;;;;;;;;;;;;
Akane Aihara;Pos Laju-laju ye;;;;;;;;;;;;
Erwin Tang #CryptoTang;Awkward moment when you see PosLaju delivers mail to DHL.;;;;;;;;;;;;
Zan Zaini Zanathan;Siap-siap untuk penghantaran baju-baju =W=... Jaga-jaga abang PosLaju!;;;;;;;;;;;;
Shahrulnyswan;~pi amek BARANG!!!~ (@ POSLAJU National Courier) http://4sq.com/x0jJnC ;;;;;;;;;;;;
Pitwan;That moment ...time tgah tido best2 tba2 van poslaju sampay hntaq bngkusan...then tgok sender nma pompuan.. buka2 ada underware... bangang!!;;;;;;;;;;;;
Khairil Fais;I'm at POSLAJU National Courier (Jalan Jurunilai  Glenmarie  Shah Alam) http://4sq.com/zR4gzy ;;;;;;;;;;;;
mekavin jambai;salman denied siakkk! pedehal dah tuit dah pasal contact jd model pos laju;;;;;;;;;;;;
mekavin jambai;aper!!! salman jadi model pos laju!! patutlah sepi skunk bz dgn commercial shoot ek salman;;;;;;;;;;;;
A;@Heyejan line lembabnes nak suruh dwld mmg taklah..hahhaha email..asal tak pos laju je...kankaknakaka -___-;;;;;;;;;;;;
Ahmad zharif;I'm at POSLAJU IPOH (138197 Jalan Panglima Bukit Gantang Wahab  Ipoh) http://4sq.com/zwVCVZ ;;;;;;;;;;;;
Saddiq Shukur;@Hazrinaaa haha. If you nak I snggup. Iklan poslaju kata now hantr surat murah.haha;;;;;;;;;;;;
Ashraf Jamel;Lol it's visit poslaju day! @shafeeqamdsham @ShakeeraMdSham (@ Pos Malaysia - Cawangan Serahan) http://4sq.com/we1gj6 ;;;;;;;;;;;;
ShakeeraMS;I'm at Pos Laju (Kuala Lumpur) http://4sq.com/yH3Sf8 ;;;;;;;;;;;;
ShakeeraMS;Here to pick up stuff. Idk what it is. (@ POSLAJU National Courier) http://4sq.com/x3KC0X ;;;;;;;;;;;;
shafeeqams;Picking up a package (@ Poslaju) http://4sq.com/A1AjX6 ;;;;;;;;;;;;
Sejenis Chindian;I'm at Poslaju pekan nenas http://4sq.com/wChLnu ;;;;;;;;;;;;
Cherry;@weiihan or u wan i pos laju to u..???? Haha;;;;;;;;;;;;
Hamba Allah;I'm at Poslaju Centre (Jln Sultan Sulaiman  K.Terengganu) http://4sq.com/wkqjw9 ;;;;;;;;;;;;
Jul-kereta-9;I'm at Pos Laju National Courier (alan Panglima Bukit Gantang Wahab  Ipoh) http://4sq.com/w8nT9q ;;;;;;;;;;;;
Cliff Jude Zehnder;The poslaju came bringing Tupperwares lol  redeemed from a credit card company #Happy mumpic.twitter.com/ObitiDqP;;;;;;;;;;;;
Shereen;I asked my mom to pos laju some nutella and peanut butter and she was like 'WHOAAAT!';;;;;;;;;;;;
LaaLeePoP;@yeahyeahyen can hantar to me? I hungryyyyy. I want food T.T pos laju!;;;;;;;;;;;;
mekavin jambai;@ninashamsuddin tu arr ninot!! Sally is sombonk since jadi model pos laju;;;;;;;;;;;;
Syazwan Jamaludin (Chad);Tiada amik parcel beli apa apa (@ PosLaju Batu Caves) http://4sq.com/wGKoBH ;;;;;;;;;;;;
Creative Box™;Amik parcel jap.. (@ POSLAJU National Courier  Taman Perindustrian Selaman  Bangi) http://4sq.com/yGTduA ;;;;;;;;;;;;
Hamba Allah;I'm at Poslaju Centre (Jln Sultan Sulaiman  K.Terengganu) http://4sq.com/zRClxQ ;;;;;;;;;;;;
Hamba Allah;I just ousted Izam S. as the mayor of Poslaju Centre on @foursquare! http://4sq.com/g1hhZ5 ;;;;;;;;;;;;
Mrs Lie Tiger;I just ousted @cikjojo as the mayor of Poslaju Larkin on @foursquare! http://4sq.com/9Jc209 ;;;;;;;;;;;;
Jasmine;Get ready people (@ Poslaju) http://4sq.com/xp39uM ;;;;;;;;;;;;
Joseph Lau;I'm at Poslaju (10A  Jalan 51A/227  Petaling Jaya) http://4sq.com/AdoUTm ;;;;;;;;;;;;
Farhana Wahidah;I'm at POS LAJU JOHOR BAHRU (jalan bakti  ungku mohsin  johor bahru) http://4sq.com/z7FCNN ;;;;;;;;;;;;
